Frequenz;Kanal B;Invertieren A
(ms);(V);(mV)

1,36703999;-5,73564900;-83,28501000
1,36959999;-6,46321000;-66,99423000
1,37215999;-6,91793600;-48,89065000
1,37471999;-7,28202200;-30,79317000
1,37727999;-7,46391200;-12,69570000
1,37983999;-7,37296700;9,02737500
1,38239999;-7,19107600;28,93765000
1,38495999;-6,82699100;45,22843000
1,38751999;-6,19037400;65,13871000
1,39007999;-5,46281300;81,42948000
1,39263999;-4,64400100;94,10077000
1,39519999;-3,55266000;108,58490000
1,39775999;-2,46101300;115,82380000
1,40031999;-1,36967100;121,25610000
1,40287999;-0,18707850;124,87560000
1,40543999;1,08615400;123,06280000
1,40799999;2,26844100;119,44330000
1,41055999;3,36008800;112,20440000
1,41311999;4,45143000;103,15260000
1,41567999;5,36118700;90,48128000
1,41823999;6,08874800;76,00330000
1,42079999;6,63472400;57,89972000
1,42335999;7,08945000;43,42173000
1,42591999;7,36228500;21,69866000
1,42847999;7,45323000;-0,02441481
1,43103999;7,36228500;-18,12189000
1,43359999;6,99850500;-36,21937000
1,43615999;6,54377900;-57,94244000
1,43871999;5,90685700;-72,42652000
1,44127999;4,99740600;-86,90450000
1,44383999;4,17859400;-101,38860000
1,44639999;2,99630700;-112,24710000
1,44895999;1,90466000;-119,48610000
1,45151999;0,72237310;-123,10560000
1,45407999;-0,45991390;-123,10560000
1,45663999;-1,64250600;-123,10560000
1,45919999;-2,82479300;-117,67940000
1,46175999;-3,91644000;-106,81480000
1,46431999;-4,82589200;-97,76299000
1,46687999;-5,73564900;-85,09171000
1,46943999;-6,46321000;-70,61372000
1,47199999;-6,91793600;-48,89065000
1,47455999;-7,28202200;-28,98038000
1,47711999;-7,37296700;-10,88290000
1,47967999;-7,37296700;9,02737500
1,48223999;-7,19107600;28,93765000
1,48479999;-6,82699100;48,84793000
1,48735999;-6,28132000;63,33201000
1,48991999;-5,46281300;81,42948000
1,49247999;-4,64400100;94,10077000
1,49503999;-3,64360500;106,77210000
1,49759999;-2,55195800;115,82380000
1,50015999;-1,36967100;121,25610000
1,50271999;-0,27802360;123,06280000
1,50527999;0,99520860;123,06280000
1,50783999;2,17749600;121,25610000
1,51039999;3,26914300;114,01100000
1,51295999;4,36048500;104,96540000
1,51551999;5,17929600;90,48128000
1,51807999;6,08874800;77,80999000
1,52063999;6,63472400;57,89972000
1,52319999;7,08945000;41,60894000
1,52575999;7,36228500;21,69866000
1,52831999;7,36228500;-0,02441481
1,53087999;7,27134000;-16,30909000
1,53343999;7,08945000;-36,21937000
1,53599999;6,54377900;-54,32295000
1,53855999;5,90685700;-72,42652000
1,54111999;5,17929600;-86,90450000
1,54367999;4,17859400;-97,76299000
1,54623999;3,17819800;-110,43430000
1,54879999;1,99560500;-119,48610000
